Time,Timestamp,Fp1,Fp2,C3,C4,P7,P8,O1,O2,Estimulo
13.168,1595457126800.272,36856.863,13659.731,-61072.453,-18502.996,-13734.812,-27280.236,-63146.535,-22431.404,0
13.172,1595457126804.272,39967.242,13677.277,-61066.750,-18533.463,-14217.520,-27311.439,-63196.426,-22532.928,0
13.176,1595457126808.272,40308.777,13693.930,-60980.832,-18442.088,-14487.797,-27148.115,-63135.027,-22477.025,0
13.180,1595457126812.272,38779.023,13709.956,-60968.180,-18396.715,-14157.416,-27108.418,-63076.957,-22381.873,0
13.184,1595457126816.272,35908.391,13648.601,-60995.473,-18405.543,-13787.472,-27097.309,-63062.738,-22332.209,0
13.188,1595457126820.272,36826.375,13671.131,-61066.508,-18489.004,-13745.339,-27203.100,-63141.395,-22419.604,0
13.192,1595457126824.271,39941.449,13677.457,-61070.461,-18526.266,-14218.234,-27283.387,-63195.332,-22532.814,0
13.196,1595457126828.271,40329.406,13706.045,-60980.922,-18425.637,-14461.556,-27119.146,-63125.727,-22470.744,0
13.200,1595457126832.271,38826.656,13715.790,-60980.227,-18381.605,-14159.494,-27095.053,-63084.020,-22384.355,0
13.204,1595457126836.271,35901.438,13650.500,-61000.949,-18410.059,-13836.758,-27165.014,-63071.188,-22363.211,0
13.208,1595457126840.271,36754.379,13680.340,-61058.305,-18484.557,-13745.853,-27355.629,-63131.562,-22456.863,0
13.212,1595457126844.271,39900.277,13695.651,-61039.953,-18490.703,-14180.684,-27137.855,-63167.324,-22508.898,0
13.216,1595457126848.271,40314.922,13716.617,-60971.848,-18420.943,-14441.238,-27051.152,-63123.090,-22481.271,0
13.220,1595457126852.271,38811.746,13735.191,-60957.699,-18370.385,-14086.359,-27033.338,-63063.770,-22386.545,0
13.224,1595457126856.271,35924.797,13651.998,-60995.137,-18410.014,-13712.481,-27078.533,-63061.332,-22372.061,0
13.228,1595457126860.270,36742.578,13680.139,-61051.797,-18493.922,-13659.575,-27178.916,-63133.281,-22451.834,0
13.232,1595457126864.270,39855.461,13697.015,-61053.406,-18524.857,-14111.796,-27211.996,-63178.141,-22547.566,0
13.236,1595457126868.270,40288.617,13721.646,-60981.727,-18442.803,-14405.564,-27102.070,-63126.285,-22507.691,0
13.240,1595457126872.270,38821.648,13736.979,-60968.695,-18394.301,-14102.051,-27064.385,-63077.047,-22410.752,0
13.244,1595457126876.270,35932.797,13657.631,-60998.488,-18420.295,-13740.846,-27116.018,-63067.480,-22373.783,0
13.248,1595457126880.270,36675.656,13687.180,-61054.457,-18492.961,-13645.203,-27197.848,-63131.984,-22452.461,0
13.252,1595457126884.270,39795.625,13701.262,-61059.668,-18523.762,-14106.073,-27222.232,-63183.797,-22563.885,0
13.256,1595457126888.269,40272.770,13721.534,-60987.984,-18439.586,-14399.061,-27065.570,-63137.195,-22532.859,0
13.260,1595457126892.269,38825.426,13750.592,-60959.910,-18384.332,-14063.314,-27078.287,-63070.832,-22451.230,0
13.264,1595457126896.269,35951.574,13679.915,-60992.410,-18393.787,-13710.112,-27040.312,-63057.801,-22402.617,0
13.268,1595457126900.269,36644.188,13703.272,-61058.438,-18470.787,-13636.598,-27150.395,-63126.309,-22477.271,0
13.272,1595457126904.269,39770.590,13719.679,-61053.477,-18504.160,-14078.916,-27183.633,-63172.266,-22583.039,0
13.276,1595457126908.269,40282.043,13735.861,-60978.688,-18430.152,-14388.108,-27141.945,-63125.461,-22561.805,0
13.280,1595457126912.269,38834.926,13765.791,-60954.570,-18372.262,-14064.611,-27181.799,-63058.090,-22466.676,0
13.284,1595457126916.269,35980.809,13685.480,-60993.863,-18394.793,-13710.358,-27143.891,-63052.816,-22405.857,0
13.288,1595457126920.268,36614.906,13699.854,-61062.012,-18474.990,-13660.000,-27124.668,-63129.996,-22461.199,0
13.292,1595457126924.268,39752.621,13722.875,-61058.191,-18506.998,-14090.092,-27186.648,-63170.812,-22560.420,0
13.296,1595457126928.268,40309.113,13738.521,-60994.621,-18435.115,-14378.563,-27121.695,-63122.105,-22529.307,0
13.300,1595457126932.268,38888.680,13778.509,-60951.527,-18363.545,-14085.286,-27028.377,-63048.992,-22400.984,0
13.304,1595457126936.268,36013.957,13696.724,-60992.230,-18381.762,-13738.008,-27040.469,-63042.109,-22352.258,0
13.308,1595457126940.268,36587.816,13711.610,-61049.027,-18467.814,-13618.403,-27165.930,-63106.773,-22430.041,0
13.312,1595457126944.268,39697.746,13736.577,-61043.953,-18501.344,-14063.069,-27200.396,-63150.941,-22529.463,0
13.316,1595457126948.267,40267.961,13755.219,-60975.109,-18425.504,-14353.798,-27126.814,-63101.273,-22501.881,0
13.320,1595457126952.267,38891.609,13788.522,-60960.672,-18371.391,-14051.670,-27078.043,-63049.016,-22401.432,0
13.324,1595457126956.267,36040.824,13715.254,-60996.230,-18389.227,-13738.119,-27106.295,-63047.719,-22359.031,0
13.328,1595457126960.267,36548.609,13730.028,-61054.480,-18453.666,-13648.847,-27172.814,-63105.969,-22410.305,0
13.332,1595457126964.267,39691.242,13740.936,-61049.922,-18489.049,-14063.963,-27191.902,-63149.508,-22507.535,0
13.336,1595457126968.267,40309.871,13770.864,-60968.137,-18404.850,-14372.596,-27110.207,-63097.297,-22473.783,0
13.340,1595457126972.267,38905.801,13803.007,-60940.891,-18334.934,-14063.404,-27040.201,-63033.215,-22364.686,0
13.344,1595457126976.267,36047.641,13713.867,-60981.836,-18362.068,-13699.294,-27104.730,-63026.688,-22333.930,0
13.348,1595457126980.266,36518.145,13727.077,-61046.992,-18443.318,-13600.098,-27200.283,-63093.766,-22407.443,0
13.352,1595457126984.266,39658.945,13761.901,-61031.906,-18465.871,-14038.974,-27160.498,-63135.430,-22488.469,0
13.356,1595457126988.266,40291.188,13788.970,-60963.262,-18383.215,-14387.750,-27130.881,-63090.434,-22463.010,0
13.360,1595457126992.266,38951.156,13811.679,-60943.059,-18328.340,-14085.242,-27067.426,-63033.883,-22359.119,0
13.364,1595457126996.266,36108.996,13723.702,-60977.883,-18355.207,-13739.281,-27028.980,-63032.207,-22307.041,0
13.368,1595457127000.266,36501.871,13747.932,-61032.891,-18434.377,-13588.676,-27164.521,-63086.789,-22379.951,0
13.372,1595457127004.266,39652.129,13764.338,-61043.977,-18465.803,-14024.624,-27187.879,-63144.102,-22477.852,0
13.376,1595457127008.265,40350.375,13786.443,-60965.609,-18381.516,-14381.716,-27107.502,-63096.715,-22448.684,0
13.380,1595457127012.265,38994.496,13811.120,-60932.215,-18327.490,-14066.153,-27112.307,-63029.570,-22351.117,0
13.384,1595457127016.265,36127.281,13724.619,-60978.129,-18359.521,-13741.069,-27118.455,-63037.551,-22313.857,0
13.388,1595457127020.265,36484.906,13761.589,-61029.090,-18412.383,-13601.841,-27134.793,-63087.148,-22352.594,0
13.392,1595457127024.265,39666.680,13785.684,-61022.004,-18435.562,-14018.924,-27102.383,-63131.359,-22422.084,0
13.396,1595457127028.265,40387.680,13793.417,-60947.996,-18373.334,-14364.974,-27088.547,-63089.496,-22412.809,0
13.400,1595457127032.265,39032.156,13814.853,-60928.059,-18323.379,-14083.007,-27094.023,-63032.500,-22320.295,0
13.404,1595457127036.265,36153.230,13728.598,-60979.336,-18341.863,-13769.099,-27138.795,-63039.316,-22282.453,0
13.408,1595457127040.264,36425.496,13735.705,-61027.055,-18427.291,-13604.746,-27208.666,-63096.090,-22346.848,0
13.412,1595457127044.264,39578.590,13765.455,-61025.133,-18451.609,-14023.439,-27107.814,-63143.789,-22405.947,0
13.416,1595457127048.264,40366.535,13781.258,-60960.270,-18385.293,-14352.479,-27072.119,-63104.227,-22381.092,0
13.420,1595457127052.264,39061.414,13820.508,-60921.152,-18310.168,-14040.605,-27050.662,-63029.457,-22272.842,0
13.424,1595457127056.264,36193.641,13731.078,-60965.676,-18339.293,-13710.023,-27081.439,-63034.441,-22232.520,0
13.428,1595457127060.264,36404.062,13760.046,-61014.023,-18391.016,-13589.145,-27089.105,-63086.410,-22255.922,0
13.432,1595457127064.264,39554.027,13791.540,-61020.910,-18422.307,-14060.789,-27194.248,-63147.922,-22332.410,0
13.436,1595457127068.263,40385.891,13788.188,-60958.414,-18370.787,-14383.906,-27137.273,-63108.652,-22317.322,0
13.440,1595457127072.263,39094.184,13816.261,-60921.645,-18302.055,-14020.131,-27077.975,-63030.934,-22205.518,0
13.444,1595457127076.263,36227.324,13733.917,-60967.129,-18328.898,-13717.422,-27054.527,-63035.605,-22155.518,0
13.448,1595457127080.263,36372.457,13744.624,-61026.832,-18410.975,-13600.812,-27127.439,-63097.027,-22216.203,0
13.452,1595457127084.263,39543.832,13761.812,-61036.578,-18439.586,-14037.409,-27135.441,-63155.367,-22297.049,0
13.456,1595457127088.263,40408.891,13787.808,-60966.637,-18366.896,-14352.726,-27091.990,-63108.629,-22280.441,0
13.460,1595457127092.263,39092.484,13835.729,-60940.688,-18306.033,-14088.304,-27114.230,-63046.961,-22191.705,0
13.464,1595457127096.263,36265.168,13754.794,-60960.090,-18308.090,-13738.678,-26996.682,-63030.488,-22116.648,0
13.468,1595457127100.262,36380.570,13748.982,-61035.324,-18399.799,-13588.676,-27138.258,-63098.258,-22201.160,0
13.472,1595457127104.262,39543.812,13770.373,-61046.859,-18449.354,-14007.257,-27152.184,-63159.477,-22307.666,0
13.476,1595457127108.262,40421.629,13817.133,-60959.797,-18363.656,-14365.354,-27098.650,-63106.906,-22266.092,0
13.480,1595457127112.262,39129.609,13841.966,-60944.668,-18308.871,-14115.707,-27146.885,-63052.367,-22165.979,0
13.484,1595457127116.262,36315.637,13755.084,-60985.793,-18331.738,-13751.440,-27082.982,-63042.469,-22101.852,0
13.488,1595457127120.262,36388.480,13776.676,-61025.625,-18402.705,-13591.805,-27152.787,-63093.117,-22144.207,0
13.492,1595457127124.262,39566.008,13783.828,-61044.133,-18452.170,-14032.671,-27153.457,-63161.000,-22223.959,0
13.496,1595457127128.261,40471.543,13797.642,-60978.977,-18376.598,-14381.805,-27057.590,-63118.621,-22186.586,0
13.500,1595457127132.261,39184.684,13846.905,-60929.980,-18297.629,-14070.400,-27012.709,-63032.273,-22065.998,0
13.504,1595457127136.261,36398.449,13775.066,-60951.797,-18306.547,-13726.407,-27024.264,-63014.504,-21998.811,0
13.508,1595457127140.261,36400.105,13770.909,-61024.730,-18388.467,-13561.429,-27120.711,-63078.051,-22065.529,0
13.512,1595457127144.261,39539.473,13759.398,-61064.094,-18461.982,-14024.825,-27168.611,-63168.777,-22190.275,0
13.516,1595457127148.261,40469.574,13781.415,-60972.113,-18394.613,-14361.018,-27107.592,-63112.160,-22164.771,0
13.520,1595457127152.261,39198.434,13847.486,-60918.559,-18298.143,-14091.098,-27116.197,-63025.992,-22042.061,0
13.524,1595457127156.261,36432.113,13763.533,-60976.273,-18325.367,-13767.311,-27102.941,-63035.090,-22006.141,0
13.528,1595457127160.260,36392.617,13755.665,-61036.219,-18400.514,-13603.450,-27120.891,-63088.711,-22066.424,0
13.532,1595457127164.260,39533.707,13785.236,-61031.547,-18427.180,-13986.269,-27103.055,-63138.402,-22139.156,0
13.536,1595457127168.260,40478.738,13798.491,-60955.531,-18367.947,-14345.461,-27015.189,-63100.605,-22122.258,0
13.540,1595457127172.260,39203.461,13820.105,-60926.516,-18314.080,-14080.369,-27016.441,-63039.516,-22026.324,0
13.544,1595457127176.260,36453.301,13741.606,-60966.617,-18333.750,-13727.592,-27081.574,-63033.215,-21985.176,0
13.548,1595457127180.260,36351.512,13752.581,-61025.355,-18406.482,-13578.237,-27142.459,-63092.090,-22049.012,0
13.552,1595457127184.260,39476.062,13762.080,-61044.848,-18449.555,-14008.688,-27099.477,-63161.648,-22129.701,0
13.556,1595457127188.260,40460.770,13789.931,-60974.105,-18383.438,-14392.690,-27058.619,-63119.828,-22109.496,0
13.560,1595457127192.260,39219.844,13842.346,-60924.996,-18308.426,-14112.354,-27051.443,-63039.672,-22004.441,0
13.564,1595457127196.259,36472.301,13761.052,-60968.137,-18338.377,-13771.804,-27159.760,-63042.312,-21971.385,0
13.568,1595457127200.259,36390.672,13769.144,-61019.367,-18400.715,-13627.165,-27097.332,-63090.234,-21995.680,0
13.572,1595457127204.259,39548.840,13772.810,-61039.906,-18453.734,-13971.092,-27082.109,-63146.156,-22093.715,0
13.576,1595457127208.259,40517.430,13795.005,-60958.770,-18379.504,-14367.254,-27067.514,-63099.086,-22067.496,0
13.580,1595457127212.259,39294.051,13836.892,-60927.789,-18308.268,-14119.082,-27096.461,-63033.145,-21958.576,0
13.584,1595457127216.259,36652.523,13761.298,-60967.266,-18329.883,-13757.610,-27034.010,-63030.039,-21889.197,0
13.588,1595457127220.259,36544.094,13750.815,-61027.211,-18413.410,-13600.164,-27124.043,-63093.609,-21941.635,0
13.592,1595457127224.259,39665.004,13762.259,-61042.945,-18458.293,-14019.907,-27136.090,-63150.516,-22022.637,0
13.596,1595457127228.258,40674.004,13796.301,-60955.688,-18388.020,-14358.760,-27075.047,-63089.004,-21999.949,0
13.600,1595457127232.258,39506.016,13841.586,-60909.777,-18298.613,-14067.003,-27009.490,-63011.375,-21891.857,0
13.604,1595457127236.258,36882.344,13757.342,-60971.535,-18317.434,-13743.081,-27002.092,-63024.094,-21863.045,0
13.608,1595457127240.258,36630.688,13727.301,-61051.867,-18413.188,-13644.466,-27146.439,-63106.594,-21964.299,0
13.612,1595457127244.258,39669.586,13761.275,-61039.148,-18442.469,-14029.966,-27178.691,-63149.734,-22071.141,0
13.616,1595457127248.258,40624.473,13796.859,-60957.406,-18362.293,-14392.399,-26989.283,-63097.074,-22060.031,0
13.620,1595457127252.258,39355.562,13833.964,-60921.801,-18294.566,-14139.758,-26965.211,-63031.156,-21976.457,0
13.624,1595457127256.257,36712.473,13762.103,-60954.211,-18304.201,-13778.106,-27068.252,-63019.824,-21940.002,0
13.628,1595457127260.257,36450.664,13745.294,-61023.680,-18380.912,-13595.046,-27157.615,-63080.621,-22014.367,0
13.632,1595457127264.257,39486.480,13738.253,-61049.316,-18444.279,-13983.497,-27155.760,-63150.227,-22132.451,0
13.636,1595457127268.257,40474.895,13766.104,-60968.852,-18372.887,-14390.589,-27035.551,-63110.281,-22116.357,0
13.640,1595457127272.257,39269.355,13798.044,-60937.000,-18303.127,-14173.554,-26973.883,-63050.133,-22018.635,0
13.644,1595457127276.257,36693.785,13739.862,-60962.414,-18318.572,-13788.009,-27019.504,-63029.367,-21984.170,0
13.648,1595457127280.257,36385.465,13750.569,-61016.973,-18384.867,-13635.122,-27070.086,-63079.324,-22034.193,0
13.652,1595457127284.257,39425.035,13754.034,-61048.133,-18439.586,-14017.896,-27144.428,-63147.879,-22146.777,0
13.656,1595457127288.256,40430.305,13768.875,-60967.309,-18369.334,-14437.103,-27060.943,-63109.367,-22141.369,0
13.660,1595457127292.256,39234.820,13818.385,-60919.609,-18291.617,-14192.642,-27013.379,-63035.785,-22043.021,0
13.664,1595457127296.256,36710.414,13741.092,-60965.297,-18325.881,-13840.312,-27100.551,-63035.090,-22007.303,0
13.668,1595457127300.256,36349.391,13720.037,-61037.270,-18404.135,-13711.923,-27141.521,-63101.074,-22059.115,0
13.672,1595457127304.256,39368.191,13740.936,-61037.695,-18442.268,-14032.224,-27107.367,-63143.879,-22147.158,0
13.676,1595457127308.256,40371.273,13767.266,-60957.496,-18380.777,-14411.287,-27074.443,-63097.184,-22151.941,0
13.680,1595457127312.256,39166.246,13810.986,-60932.730,-18307.219,-14199.660,-27037.988,-63041.664,-22061.977,0
13.684,1595457127316.255,36666.000,13743.752,-60968.402,-18323.691,-13826.699,-27000.639,-63033.035,-22006.119,0
13.688,1595457127320.255,36287.027,13734.432,-61028.148,-18385.314,-13642.230,-27047.867,-63089.027,-22044.877,0
13.692,1595457127324.255,39306.055,13738.164,-61044.938,-18440.613,-14027.016,-27095.320,-63152.570,-22150.176,0
13.696,1595457127328.255,40307.973,13765.299,-60971.289,-18378.229,-14448.994,-27032.893,-63113.164,-22152.389,0
13.700,1595457127332.255,39090.918,13823.011,-60925.379,-18311.555,-14230.528,-27005.266,-63037.527,-22070.559,0
13.704,1595457127336.255,36601.562,13750.658,-60961.520,-18343.494,-13809.198,-27108.418,-63021.391,-22061.617,0
13.708,1595457127340.255,36182.645,13737.672,-61024.328,-18398.816,-13651.372,-27047.621,-63084.086,-22095.705,0
13.712,1595457127344.255,39198.297,13751.329,-61042.789,-18445.777,-14014.409,-27123.281,-63143.094,-22203.193,0
13.716,1595457127348.254,40227.527,13780.833,-60959.754,-18375.904,-14432.655,-27084.568,-63096.984,-22205.451,0
13.720,1595457127352.254,39049.121,13834.679,-60912.324,-18289.047,-14238.217,-26958.348,-63025.055,-22099.906,0
13.724,1595457127356.254,36593.961,13754.704,-60961.094,-18319.287,-13851.130,-26974.375,-63023.289,-22068.613,0
13.728,1595457127360.254,36124.508,13736.331,-61013.734,-18388.758,-13667.778,-27131.686,-63075.906,-22121.699,0
13.732,1595457127364.254,39131.285,13748.513,-61029.312,-18429.816,-14072.233,-27127.574,-63140.434,-22220.383,0
13.736,1595457127368.254,40196.438,13760.382,-60963.285,-18371.814,-14482.053,-27027.393,-63106.707,-22232.564,0
13.740,1595457127372.254,39013.695,13807.097,-60918.625,-18297.764,-14255.070,-26967.223,-63031.023,-22132.742,0
13.744,1595457127376.253,36590.004,13733.850,-60956.559,-18328.877,-13852.940,-27047.062,-63018.508,-22096.420,0
13.748,1595457127380.253,36081.660,13728.307,-61012.258,-18398.189,-13681.614,-27131.016,-63069.020,-22152.389,0
13.752,1595457127384.253,39062.555,13743.931,-61033.961,-18441.977,-14047.154,-27111.057,-63129.660,-22246.422,0
13.756,1595457127388.253,40135.664,13740.645,-60972.496,-18397.408,-14487.282,-27073.125,-63109.590,-22271.500,0
13.760,1595457127392.253,39007.660,13802.626,-60925.957,-18311.018,-14256.568,-27017.693,-63034.844,-22173.109,0
13.764,1595457127396.253,36605.988,13749.854,-60961.430,-18316.047,-13889.553,-26997.240,-63023.000,-22118.838,0
13.768,1595457127400.253,36039.461,13730.363,-61021.848,-18398.748,-13713.242,-27132.201,-63081.648,-22187.145,0
13.772,1595457127404.253,39035.711,13745.518,-61033.852,-18448.793,-14083.319,-27109.334,-63144.035,-22286.119,0
13.776,1595457127408.252,40163.199,13768.473,-60956.691,-18380.084,-14501.141,-26991.406,-63102.438,-22275.078,0
13.780,1595457127412.252,39020.512,13812.461,-60925.891,-18309.834,-14260.032,-27028.443,-63037.125,-22198.701,0
13.784,1595457127416.252,36692.219,13751.307,-60950.992,-18322.998,-13870.531,-26985.328,-63020.359,-22139.492,0
13.788,1595457127420.252,36094.445,13725.289,-61019.656,-18403.197,-13694.153,-27082.758,-63079.883,-22200.533,0
13.792,1595457127424.252,39096.754,13723.277,-61052.469,-18469.582,-14071.093,-27147.779,-63156.438,-22318.529,0
13.796,1595457127428.252,40245.723,13748.490,-60971.266,-18409.344,-14502.280,-27167.717,-63115.379,-22336.521,0
13.800,1595457127432.252,39118.746,13808.058,-60915.340,-18298.211,-14276.059,-26987.227,-63027.355,-22196.846,0
13.804,1595457127436.251,36756.391,13748.870,-60957.141,-18319.109,-13910.026,-27094.471,-63023.535,-22157.977,0
13.808,1595457127440.251,36137.539,13730.542,-61005.129,-18378.297,-13708.012,-26987.539,-63073.582,-22172.482,0
13.812,1595457127444.251,39129.992,13753.698,-61019.902,-18430.354,-14067.539,-27037.676,-63130.309,-22273.803,0
13.816,1595457127448.251,40325.430,13745.809,-60962.438,-18383.818,-14486.836,-27041.541,-63103.020,-22296.938,0
13.820,1595457127452.251,39165.688,13782.107,-60922.203,-18317.746,-14279.210,-27036.021,-63035.605,-22203.328,0
13.824,1595457127456.251,36815.578,13748.065,-60933.938,-18312.693,-13876.253,-27032.893,-63007.129,-22128.473,0
13.828,1595457127460.251,36132.801,13752.201,-60972.516,-18364.684,-13664.560,-27108.686,-63044.211,-22149.080,0
13.832,1595457127464.251,39158.867,13753.431,-61018.203,-18429.861,-14030.323,-27080.322,-63126.891,-22246.244,0
13.836,1595457127468.250,40373.887,13755.554,-60961.652,-18388.959,-14485.673,-27080.211,-63109.500,-22275.748,0
13.840,1595457127472.250,39208.734,13792.836,-60924.215,-18308.537,-14336.498,-26990.223,-63050.715,-22169.734,0
13.844,1595457127476.250,36887.953,13743.819,-60936.465,-18302.904,-13915.994,-26945.832,-63018.684,-22092.486,0
13.848,1595457127480.250,36118.898,13739.237,-60993.660,-18363.834,-13693.326,-27053.768,-63060.215,-22130.082,0
13.852,1595457127484.250,39096.688,13735.504,-61046.145,-18454.248,-14090.539,-27223.105,-63150.582,-22277.736,0
13.856,1595457127488.250,40359.246,13734.654,-60959.375,-18405.008,-14490.345,-27045.141,-63106.125,-22278.811,0
13.860,1595457127492.250,39191.438,13794.535,-60900.590,-18296.043,-14254.333,-26894.736,-63017.457,-22144.945,0
13.864,1595457127496.250,36850.113,13755.441,-60923.367,-18298.814,-13882.399,-27008.350,-63000.914,-22091.703,0
13.868,1595457127500.250,36040.914,13719.031,-60998.625,-18389.092,-13699.786,-27163.203,-63064.508,-22158.758,0
13.872,1595457127504.249,39066.848,13710.112,-61038.320,-18458.248,-14043.176,-27125.316,-63143.965,-22268.283,0
13.876,1595457127508.249,40336.672,13723.435,-60961.652,-18393.049,-14465.602,-27006.494,-63098.906,-22266.002,0
13.880,1595457127512.249,39188.820,13790.444,-60895.625,-18300.512,-14283.077,-26982.398,-63016.383,-22158.088,0
13.884,1595457127516.249,36893.809,13738.879,-60926.605,-18310.883,-13870.464,-26980.879,-63000.336,-22108.623,0
13.888,1595457127520.249,36043.371,13708.816,-60989.125,-18393.361,-13643.817,-27145.566,-63048.973,-22184.529,0
13.892,1595457127524.249,39072.836,13710.023,-61032.285,-18459.209,-13988.392,-27048.807,-63132.230,-22299.574,0
13.896,1595457127528.249,40367.719,13739.147,-60955.777,-18386.275,-14475.480,-27005.936,-63097.965,-22308.963,0
13.900,1595457127532.249,39198.699,13785.170,-60899.359,-18297.361,-14332.676,-26947.910,-63028.250,-22204.670,0
13.904,1595457127536.248,36870.723,13720.729,-60928.977,-18307.219,-13933.519,-26953.811,-63015.621,-22142.309,0
13.908,1595457127540.248,36015.207,13697.126,-60989.953,-18390.814,-13666.974,-27174.289,-63057.980,-22209.475,0
13.912,1595457127544.248,39087.188,13696.500,-61018.293,-18459.746,-13953.322,-27190.695,-63129.258,-22313.969,0
13.916,1595457127548.248,40438.617,13718.874,-60950.211,-18395.217,-14456.348,-27021.760,-63105.387,-22302.994,0
13.920,1595457127552.248,39287.527,13774.128,-60892.832,-18312.717,-14303.864,-26959.064,-63028.832,-22191.816,0
13.924,1595457127556.248,36988.293,13710.828,-60933.445,-18313.342,-13914.296,-26903.967,-63018.215,-22108.043,0
13.928,1595457127560.248,36041.629,13664.180,-60999.117,-18396.559,-13644.979,-27026.701,-63072.395,-22157.238,0
13.932,1595457127564.247,39095.859,13697.685,-61020.684,-18459.812,-13936.781,-27176.881,-63132.633,-22280.844,0
13.936,1595457127568.247,40472.883,13713.107,-60952.043,-18404.045,-14449.062,-27082.066,-63105.746,-22297.832,0
13.940,1595457127572.247,39282.141,13765.634,-60890.977,-18311.555,-14272.438,-27055.779,-63019.133,-22187.346,0
13.944,1595457127576.247,36997.590,13709.174,-60930.117,-18306.816,-13857.143,-26916.305,-63007.195,-22104.311,0
13.948,1595457127580.247,36019.121,13696.075,-60977.746,-18365.221,-13654.747,-26936.713,-63051.430,-22133.725,0
13.952,1595457127584.247,39059.629,13721.154,-60998.043,-18438.803,-13953.926,-27043.867,-63111.625,-22271.055,0
13.956,1595457127588.247,40443.512,13694.198,-60962.883,-18420.475,-14453.956,-27026.879,-63113.637,-22339.205,0
13.960,1595457127592.247,39250.398,13758.459,-60885.949,-18310.123,-14306.323,-26963.355,-63016.359,-22227.021,0
13.964,1595457127596.246,36971.191,13724.016,-60915.117,-18313.924,-13894.090,-27001.062,-62993.023,-22182.520,0
13.968,1595457127600.246,35967.488,13706.290,-60973.547,-18371.904,-13643.616,-27031.572,-63038.199,-22222.215,0
13.972,1595457127604.246,39006.832,13694.466,-61033.984,-18467.301,-13988.884,-27100.842,-63134.734,-22375.570,0
13.976,1595457127608.246,40423.105,13682.263,-60976.629,-18445.865,-14497.609,-27119.371,-63126.578,-22450.047,0
13.980,1595457127612.246,39262.648,13761.454,-60876.180,-18306.883,-14280.484,-26946.568,-63013.746,-22312.359,0
13.984,1595457127616.246,36986.055,13731.659,-60901.305,-18301.652,-13836.802,-26943.529,-62988.891,-22245.975,0
13.988,1595457127620.246,35916.523,13708.279,-60965.207,-18371.100,-13612.682,-27023.057,-63043.227,-22297.697,0
13.992,1595457127624.245,38981.375,13712.481,-61020.574,-18449.711,-13973.640,-27121.561,-63138.109,-22439.094,0
13.996,1595457127628.245,40424.559,13710.067,-60956.246,-18401.162,-14480.711,-26995.631,-63113.410,-22471.125,0
14.000,1595457127632.245,39237.414,13764.629,-60885.770,-18316.672,-14308.089,-26950.883,-63020.762,-22386.121,0
14.004,1595457127636.245,36974.457,13714.784,-60904.211,-18308.850,-13838.031,-26954.639,-62990.812,-22323.535,0
14.008,1595457127640.245,35839.812,13677.814,-60971.332,-18383.549,-13613.731,-27047.398,-63042.891,-22374.789,0
14.012,1595457127644.245,38923.906,13698.869,-61012.547,-18441.150,-13956.361,-27089.799,-63122.219,-22479.059,0
14.016,1595457127648.245,40434.461,13712.996,-60942.543,-18396.244,-14427.559,-27025.494,-63088.914,-22497.344,0
14.020,1595457127652.245,39321.367,13762.103,-60875.266,-18311.018,-14240.027,-27012.842,-63003.531,-22383.104,0
14.024,1595457127656.244,37118.086,13705.105,-60914.426,-18324.518,-13880.344,-26943.352,-63001.766,-22280.441,0
14.028,1595457127660.244,35985.035,13673.075,-60982.777,-18415.646,-13646.410,-27047.621,-63052.840,-22312.314,0
14.032,1595457127664.244,39100.062,13693.438,-61020.238,-18481.115,-13893.710,-27118.029,-63118.531,-22422.441,0
14.036,1595457127668.244,40683.727,13698.512,-60966.281,-18442.826,-14397.228,-27099.924,-63105.902,-22467.279,0
14.040,1595457127672.244,39536.570,13750.301,-60906.781,-18348.100,-14263.944,-27057.322,-63025.949,-22378.410,0
14.044,1595457127676.244,37256.871,13707.051,-60914.270,-18332.318,-13832.041,-26968.229,-62989.402,-22291.527,0
14.048,1595457127680.244,35960.312,13671.332,-60986.352,-18415.557,-13603.919,-27051.176,-63042.535,-22354.045,0
14.052,1595457127684.243,39027.039,13667.376,-61044.578,-18513.078,-13888.591,-27196.662,-63137.215,-22540.750,0
14.056,1595457127688.243,40638.062,13687.426,-60971.555,-18468.955,-14389.718,-27161.504,-63109.141,-22603.982,0
14.060,1595457127692.243,39479.059,13752.827,-60916.055,-18370.184,-14266.447,-26968.652,-63027.535,-22499.332,0
14.064,1595457127696.243,37224.551,13718.114,-60937.359,-18358.225,-13842.927,-26973.928,-62999.082,-22432.635,0
14.068,1595457127700.243,35943.594,13674.819,-61006.918,-18447.588,-13610.021,-27107.523,-63058.000,-22502.416,0
14.072,1595457127704.243,39041.188,13682.240,-61059.242,-18532.926,-13939.240,-27273.174,-63146.672,-22648.373,0
14.076,1595457127708.243,40680.574,13696.635,-60973.098,-18471.861,-14437.818,-27119.326,-63111.801,-22660.398,0
14.080,1595457127712.243,39507.398,13770.730,-60878.371,-18349.799,-14242.039,-26979.561,-62994.547,-22526.422,0
14.084,1595457127716.242,37233.043,13710.851,-60937.984,-18357.666,-13862.842,-26936.197,-62996.957,-22450.873,0
14.088,1595457127720.242,35857.918,13667.622,-61003.832,-18439.809,-13625.444,-27081.395,-63049.574,-22501.344,0
14.092,1595457127724.242,38954.195,13689.370,-61030.496,-18517.369,-13857.679,-27140.270,-63114.059,-22616.119,0
